icao,name,country,type,lat,lon,elev_m,runway,heading_deg,length_m,width_m,surface
,ZBUCZYN,PL,landing_strip,52.09258000,22.41463000,159,18,183,410,0,grass
,ZOFIANÓW,PL,landing_strip,51.78670000,20.38883000,165,01,11,400,0,grass
,ZOFIANÓW,PL,landing_strip,51.78670000,20.38883000,165,19,191,400,0,grass
,ŻYTNIÓW,PL,landing_strip,51.02547000,18.55397000,211,02,18,420,0,grass
,ŻYTNIÓW,PL,landing_strip,51.02547000,18.55397000,211,20,198,420,0,grass
,KRĘŻCE,PL,ultralight,51.93861000,20.09056000,132,04,40,850,64,grass
,KRĘŻCE,PL,ultralight,51.93861000,20.09056000,132,22,220,850,64,grass
,WYSOKA,PL,landing_strip,52.76278000,15.00438000,76,06,55,320,0,grass
,WYSOKA,PL,landing_strip,52.76278000,15.00438000,76,24,235,320,0,grass
,RYKI II,PL,landing_strip,51.64438000,21.94728000,170,04,38,100,0,grass
,RYKI II,PL,landing_strip,51.64438000,21.94728000,170,22,218,100,0,grass
,WIELKI LUBIEŃ,PL,landing_strip,53.52770000,18.73363000,13,03,34,120,0,grass
,WIELKI LUBIEŃ,PL,landing_strip,53.52770000,18.73363000,13,21,214,120,0,grass
,WILKÓW ŚREDZKI,PL,ultralight,51.06428000,16.69963000,149,09,86,288,0,grass
,WILKÓW ŚREDZKI,PL,ultralight,51.06428000,16.69963000,149,27,266,288,0,grass
,TCZEW,PL,landing_strip,54.10600000,18.75945000,1,02,22,250,0,grass
,TCZEW,PL,landing_strip,54.10600000,18.75945000,1,20,202,250,0,grass
,PSTROKONIE,PL,landing_strip,51.51763000,18.87508000,135,05,48,250,0,grass
,PSTROKONIE,PL,landing_strip,51.51763000,18.87508000,135,23,228,250,0,grass
,ŚWIEBODZIN,PL,landing_strip,52.25233000,15.56692000,77,07,68,500,0,grass
,ŚWIEBODZIN,PL,landing_strip,52.25233000,15.56692000,77,25,248,500,0,grass
,SKIERNIEWICE-PSARY,PL,ultralight,51.88605000,20.32503000,148,12,120,530,0,grass
,SKIERNIEWICE-PSARY,PL,ultralight,51.88605000,20.32503000,148,30,300,530,0,grass
,WAŁYCZYK,PL,landing_strip,53.24358000,18.98625000,87,02,20,300,0,grass
,WAŁYCZYK,PL,landing_strip,53.24358000,18.98625000,87,20,200,300,0,grass
,SZADEK,PL,landing_strip,51.70095000,18.99962000,167,02,24,465,0,grass
,SZADEK,PL,landing_strip,51.70095000,18.99962000,167,20,204,465,0,grass
,TUCZNO,PL,landing_strip,53.20772000,16.13613000,97,14,137,900,0,grass
,TUCZNO,PL,landing_strip,53.20772000,16.13613000,97,32,317,900,0,grass
,TRÓJCA,PL,landing_strip,51.15297000,15.09837000,215,18,178,500,0,grass
,TRÓJCA,PL,landing_strip,51.15297000,15.09837000,215,36,358,500,0,grass
,OŻARÓW,PL,landing_strip,50.90220000,21.65700000,180,02,16,670,35,grass
,OŻARÓW,PL,landing_strip,50.90220000,21.65700000,180,20,196,670,35,grass
,RAWICZ,PL,landing_strip,51.61525000,16.90400000,93,10,100,440,0,grass
,RAWICZ,PL,landing_strip,51.61525000,16.90400000,93,28,280,440,0,grass
,ŚWIĘTA KATARZYNA,PL,landing_strip,51.01612000,17.10500000,126,15,146,530,0,grass
,ŚWIĘTA KATARZYNA,PL,landing_strip,51.01612000,17.10500000,126,33,326,530,0,grass
,ŚNIATOWO,PL,airport,53.87830000,14.86517000,9,10,104,2290,0,grass
,ŚNIATOWO,PL,airport,53.87830000,14.86517000,9,28,284,2290,0,grass
,UŁĘŻ,PL,airport,51.61912000,22.10142000,171,13,131,1400,0,grass
,UŁĘŻ,PL,airport,51.61912000,22.10142000,171,31,311,1400,0,grass
,WĄGROWIEC-ŁĘGOWO,PL,landing_strip,52.77558000,17.16712000,82,12,120,570,0,grass
,WĄGROWIEC-ŁĘGOWO,PL,landing_strip,52.77558000,17.16712000,82,30,300,570,0,grass
,PISARZOWICE,PL,landing_strip,51.14900000,15.23353000,270,01,8,315,70,grass
,PISARZOWICE,PL,landing_strip,51.14900000,15.23353000,270,19,188,315,70,grass
,TRUSKOLASY,PL,landing_strip,50.87280000,18.84878000,299,05,53,410,0,grass
,TRUSKOLASY,PL,landing_strip,50.87280000,18.84878000,299,23,233,410,0,grass
,TRUTNOWO,PL,landing_strip,53.46453000,18.09425000,105,10,100,250,0,grass
,TRUTNOWO,PL,landing_strip,53.46453000,18.09425000,105,28,280,250,0,grass
,PRZEDECZ,PL,landing_strip,52.32408000,18.90675000,111,02,20,560,0,grass
,PRZEDECZ,PL,landing_strip,52.32408000,18.90675000,111,20,200,560,0,grass
,SZKLARKA PRZYGODZICKA,PL,landing_strip,51.48817000,17.79505000,134,12,122,406,0,grass
,SZKLARKA PRZYGODZICKA,PL,landing_strip,51.48817000,17.79505000,134,30,302,406,0,grass
,OLEWIN,PL,landing_strip,51.21450000,18.63155000,186,02,19,550,0,grass
,OLEWIN,PL,landing_strip,51.21450000,18.63155000,186,20,199,550,0,grass
,STRÓŻE,PL,landing_strip,49.67988000,20.97253000,396,09,89,270,0,grass
,STRÓŻE,PL,landing_strip,49.67988000,20.97253000,396,27,269,270,0,grass
,NADMA,PL,landing_strip,52.36375000,21.17192000,82,18,180,403,17,grass
,NADMA,PL,landing_strip,52.36375000,21.17192000,82,36,0,403,17,grass
,ROBAKOWO,PL,landing_strip,53.35447000,18.66725000,84,04,43,400,0,grass
,ROBAKOWO,PL,landing_strip,53.35447000,18.66725000,84,22,223,400,0,grass
,PODTRZCIANNA,PL,landing_strip,51.92203000,20.19283000,130,08,81,470,0,grass
,PODTRZCIANNA,PL,landing_strip,51.92203000,20.19283000,130,26,261,470,0,grass
,OLSZANKA,PL,landing_strip,52.14947000,22.66863000,162,03,29,445,20,grass
,OLSZANKA,PL,landing_strip,52.14947000,22.66863000,162,21,209,445,20,grass
,POLANKI OSIECKIE,PL,landing_strip,51.98847000,21.41100000,133,16,157,720,0,grass
,POLANKI OSIECKIE,PL,landing_strip,51.98847000,21.41100000,133,34,337,720,0,grass
,OSIECZANY,PL,landing_strip,49.84887000,19.98755000,269,03,27,220,25,grass
,OSIECZANY,PL,landing_strip,49.84887000,19.98755000,269,21,207,220,25,grass
,PODBORZE,PL,landing_strip,50.24372000,21.31430000,177,02,15,300,40,grass
,PODBORZE,PL,landing_strip,50.24372000,21.31430000,177,20,195,300,40,grass
,NOWY TOMYŚL,PL,landing_strip,52.30763000,16.14560000,56,01,7,300,60,grass
,NOWY TOMYŚL,PL,landing_strip,52.30763000,16.14560000,56,19,187,300,60,grass
,MIEDZNA-ŻELEŹNIKI,PL,ultralight,52.45097000,22.09308000,155,13,132,500,0,grass
,MIEDZNA-ŻELEŹNIKI,PL,ultralight,52.45097000,22.09308000,155,31,312,500,0,grass
,SĄSPÓW,PL,landing_strip,50.22270000,19.78480000,454,06,55,520,0,grass
,SĄSPÓW,PL,landing_strip,50.22270000,19.78480000,454,24,235,520,0,grass
,PRABUTY,PL,landing_strip,53.72487000,19.20638000,104,12,118,575,0,grass
,PRABUTY,PL,landing_strip,53.72487000,19.20638000,104,30,298,575,0,grass
,PIJANÓW,PL,ultralight,51.02883000,20.15467000,236,18,178,630,0,grass
,PIJANÓW,PL,ultralight,51.02883000,20.15467000,236,36,358,630,0,grass
,NADOLNA,PL,landing_strip,51.91333000,19.85625000,186,36,1,425,35,grass
,NADOLNA,PL,landing_strip,51.91333000,19.85625000,186,18,181,425,35,grass
,OSIECZNA,PL,landing_strip,51.91588000,16.70858000,96,06,58,410,25,grass
,OSIECZNA,PL,landing_strip,51.91588000,16.70858000,96,24,238,410,25,grass
,STARY KRASZEW,PL,landing_strip,52.41230000,21.24937000,85,01,13,350,0,grass
,STARY KRASZEW,PL,landing_strip,52.41230000,21.24937000,85,19,193,350,0,grass
,NIEBORÓW,PL,ultralight,52.07012000,20.06055000,87,17,169,316,12,grass
,NIEBORÓW,PL,ultralight,52.07012000,20.06055000,87,35,349,316,12,grass
,WIĘCKOWY,PL,landing_strip,54.06222000,18.36750000,158,07,80,785,20,grass
,WIĘCKOWY,PL,landing_strip,54.06222000,18.36750000,158,25,260,785,20,grass
,WALENDÓW,PL,ultralight,52.08067000,20.85308000,105,10,95,720,0,grass
,WALENDÓW,PL,ultralight,52.08067000,20.85308000,105,28,275,720,0,grass
,NOWE DWORY,PL,landing_strip,49.97312000,19.61814000,215,09,90,250,60,grass
,NOWE DWORY,PL,landing_strip,49.97312000,19.61814000,215,27,270,250,60,grass
,OBORA,PL,landing_strip,52.57528000,17.53278000,113,11,110,450,22,grass
,OBORA,PL,landing_strip,52.57528000,17.53278000,113,29,290,450,22,grass
,IRZĄDZE,PL,landing_strip,50.62250000,19.71139000,288,13,127,288,27,grass
,IRZĄDZE,PL,landing_strip,50.62250000,19.71139000,288,31,307,288,27,grass
,ŁAGÓW,PL,ultralight,50.76722000,21.05912000,330,18,360,214,30,grass
,ŁAGÓW,PL,ultralight,50.76722000,21.05912000,330,36,180,214,30,grass
,OBRYTE,PL,landing_strip,52.71160000,21.25524000,104,17,170,589,17,grass
,OBRYTE,PL,landing_strip,52.71160000,21.25524000,104,35,350,589,17,grass
EPRS,SOCHACZEW-RYBNO,PL,airfield_civil,52.24228000,20.12653000,37,36,3,450,20,grass
EPRS,SOCHACZEW-RYBNO,PL,airfield_civil,52.24228000,20.12653000,37,18,183,450,20,grass
EPRD,MAZURY AIR CAMP,PL,airfield_civil,54.13361000,21.59861000,108,01,10,450,30,grass
EPRD,MAZURY AIR CAMP,PL,airfield_civil,54.13361000,21.59861000,108,19,190,450,30,grass
EPDS,WITKÓW,PL,airfield_civil,50.79624000,16.11499000,501,15,150,900,30,grass
EPDS,WITKÓW,PL,airfield_civil,50.79624000,16.11499000,501,33,330,900,30,grass
